Argument ID,text_raw,text_clean,split,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
A12031,"Deberíamos cancelar las parades de orgullo [SEP] a favor [SEP] hay cosas en los desfiles del orgullo que los niños pequeños no deberían ver, independientemente de las preferencias sexuales de uno.",deberíamos cancelar las parades de orgullo hay cosas en los desfiles del orgullo que los niños pequeños no deberían ver independientemente de las preferencias sexuales de uno,train,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
A12032,"Deberíamos adoptar una política de tolerancia cero en las escuelas. [SEP] en contra [SEP] Los estudiantes deben poder expresar sus opiniones y de esta manera aprender a madurar. Al castigar por el primer signo de desobediencia, solo estamos fomentando la conformidad, no el aprendizaje.",deberíamos adoptar una política de tolerancia cero en las escuelas los estudiantes deben poder expresar sus opiniones y de esta manera aprender a madurar al castigar por el primer signo de desobediencia solo estamos fomentando la conformidad no el aprendizaje,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A12036,"Deberíamos prohibir el comercio algorítmico. [SEP] en contra [SEP] La IA es el futuro y el trading algorítmico es simplemente una forma de IA que aprovecha al máximo las oportunidades de trading, lo que será la norma en un futuro no muy lejano.",deberíamos prohibir el comercio algorítmico la ia es el futuro y el trading algorítmico es simplemente una forma de ia que aprovecha al máximo las oportunidades de trading lo que será la norma en un futuro no muy lejano,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A12038,Deberíamos abolir los zoológicos [SEP] a favor [SEP] Los zoológicos son demasiado pequeños y no proporcionan a los animales el espacio y el hábitat a los que están acostumbrados.,deberíamos abolir los zoológicos los zoológicos son demasiado pequeños y no proporcionan a los animales el espacio y el hábitat a los que están acostumbrados,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A12039,Deberíamos prohibir el uso de actores infantiles. [SEP] a favor [SEP] estamos explotando a la juventud puramente para el entretenimiento.,deberíamos prohibir el uso de actores infantiles estamos explotando a la juventud puramente para el entretenimiento,train,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
A12042,Deberíamos abolir los espacios seguros. [SEP] a favor [SEP] debemos abolir los espacios seguros porque aquellos que se ofenden fácilmente necesitan crecer,deberíamos abolir los espacios seguros debemos abolir los espacios seguros porque aquellos que se ofenden fácilmente necesitan crecer,train,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A12043,Debemos abandonar el uso del uniforme escolar. [SEP] a favor [SEP] debemos abandonar el uso del uniforme escolar porque las personas necesitan ser libres para expresar sus pensamientos sobre la vestimenta,debemos abandonar el uso del uniforme escolar debemos abandonar el uso del uniforme escolar porque las personas necesitan ser libres para expresar sus pensamientos sobre la vestimenta,train,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A12044,"Deberíamos adoptar el ateísmo. [SEP] a favor [SEP] adoptar el ateísmo pondría fin a los conflictos que surgen a través de creencias religiosas en conflicto, haciendo del mundo un lugar más seguro.",deberíamos adoptar el ateísmo adoptar el ateísmo pondría fin a los conflictos que surgen a través de creencias religiosas en conflicto haciendo del mundo un lugar más seguro,train,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
A12046,"Deberíamos prohibir la agricultura工厂农场的西班牙语翻译似乎出现了一些偏差，正确的翻译应该是：

Deberíamos prohibir la granja industrial [SEP] en contra [SEP] La agricultura intensiva es eficiente y reduce los costos de producción de alimentos.",deberíamos prohibir la agricultura deberíamos prohibir la granja industrial la agricultura intensiva es eficiente y reduce los costos de producción de alimentos,train,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A12049,"Debemos limitar las compensaciones ejecutivas. [SEP] en contra [SEP] no deberíamos limitar la compensación ejecutiva porque es su empresa la que ellos empezaron, tienen derecho a los beneficios.",debemos limitar las compensaciones ejecutivas no deberíamos limitar la compensación ejecutiva porque es su empresa la que ellos empezaron tienen derecho a los beneficios,train,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A12050,"Se debería prohibir la cirugía estética para menores de edad. [SEP] a favor [SEP] Permitir la cirugía cosmética para menores hace que sea fácil para ellos presionar a sus padres bienintencionados, incluso si objetivamente es una mala decisión. Un veto evita que los padres se encuentren en esta situación.",se debería prohibir la cirugía estética para menores de edad permitir la cirugía cosmética para menores hace que sea fácil para ellos presionar a sus padres bienintencionados incluso si objetivamente es una mala decisión un veto evita que los padres se encuentren en esta situación,train,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
A12051,Deberíamos prohibir la clonación humana [SEP] a favor [SEP] esto es una pendiente resbaladiza y el clonado podría utilizarse para propósitos terribles. es peligroso abrir esta puerta.,deberíamos prohibir la clonación humana esto es una pendiente resbaladiza y el clonado podría utilizarse para propósitos terribles es peligroso abrir esta puerta,train,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
A12053,"Deberíamos prohibir la agricultura工厂农场的西班牙语翻译似乎出现了一些偏差，正确的翻译应该是：

Deberíamos prohibir la granja industrial [SEP] en contra [SEP] no deberíamos prohibir la agricultura工厂化养殖在西班牙语中通常表述为""granja industrial""或""criadero intensivo"",因此更正翻译以符合西班牙语习惯:

no deberíamos prohibir la granja industrial porque ayuda a satisfacer la demanda de alimentos.",deberíamos prohibir la agricultura deberíamos prohibir la granja industrial no deberíamos prohibir la agricultura granja industrial criadero intensivo no deberíamos prohibir la granja industrial porque ayuda a satisfacer la demanda de alimentos,train,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
A12058,"Debemos subvencionar la investigación con células madre embrionarias. [SEP] a favor [SEP] debemos subvencionar la investigación con células madre embrionarias porque es necesaria para el mejoramiento de la raza humana. Podemos encontrar curas para el envejecimiento, enfermedades o crear nuevos genes más fuertes.",debemos subvencionar la investigación con células madre embrionarias debemos subvencionar la investigación con células madre embrionarias porque es necesaria para el mejoramiento de la raza humana podemos encontrar curas para el envejecimiento enfermedades o crear nuevos genes más fuertes,train,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A12059,"Deberíamos prohibir la oración en la escuela [SEP] a favor [SEP] Las escuelas ahora contienen estudiantes de todas las religiones y también de ninguna en particular. Forzar a estos estudiantes a rezar en las escuelas infringe sus derechos humanos, el rezo es personal, no público en la escuela.",deberíamos prohibir la oración en la escuela las escuelas ahora contienen estudiantes de todas las religiones y también de ninguna en particular forzar a estos estudiantes a rezar en las escuelas infringe sus derechos humanos el rezo es personal no público en la escuela,train,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
A12061,Deberíamos prohibir los asesinatos selectivos. [SEP] a favor [SEP] no hay jamás una razón justificable para matar a alguien.,deberíamos prohibir los asesinatos selectivos no hay jamás una razón justificable para matar a alguien,train,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
A12064,Debemos subvencionar la investigación con células madre embrionarias. [SEP] a favor [SEP] el apoyo a la investigación con células madre embrionarias es importante porque es el futuro de la medicina y puede ayudar a los científicos a encontrar nuevas curas para enfermedades.,debemos subvencionar la investigación con células madre embrionarias el apoyo a la investigación con células madre embrionarias es importante porque es el futuro de la medicina y puede ayudar a los científicos a encontrar nuevas curas para enfermedades,train,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A12066,Deberíamos prohibir la clonación humana [SEP] en contra [SEP] la clonación humana ofrece la oportunidad a las personas de tener un hijo cuando no podrían hacerlo de otra manera.,deberíamos prohibir la clonación humana la clonación humana ofrece la oportunidad a las personas de tener un hijo cuando no podrían hacerlo de otra manera,train,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
A12067,Deberíamos abolir los zoológicos. [SEP] a favor [SEP] los zoológicos deberían ser abolidos para que los animales puedan prosperar en un entorno que les permita vagar libremente.,deberíamos abolir los zoológicos los zoológicos deberían ser abolidos para que los animales puedan prosperar en un entorno que les permita vagar libremente,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
A12068,"Debemos subsidiar los préstamos estudiantiles. [SEP] en contra [SEP] Los préstamos estudiantiles no pueden ser subsidiados, ya que no solo es insostenible en el clima actual, sino que también incentivaría a las universidades a ofrecer cursos de grado únicamente por motivos financieros.",debemos subsidiar los préstamos estudiantiles los préstamos estudiantiles no pueden ser subsidiados ya que no solo es insostenible en el clima actual sino que también incentivaría a las universidades a ofrecer cursos de grado únicamente por motivos financieros,train,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
A12069,Deberíamos limitar el activismo judicial [SEP] en contra [SEP] el activismo judicial a veces es la mejor manera de lograr cosas,deberíamos limitar el activismo judicial el activismo judicial a veces es la mejor manera de lograr cosas,train,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A12071,Deberíamos prohibir la caza de ballenas. [SEP] en contra [SEP] la whaling debería ser permitida cuando ayudará a revivir las poblaciones de peces en declive.,deberíamos prohibir la caza de ballenas la whaling debería ser permitida cuando ayudará a revivir las poblaciones de peces en declive,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
A12072,Debemos subvencionar la exploración espacial [SEP] a favor [SEP] La exploración espacial es la próxima frontera.,debemos subvencionar la exploración espacial la exploración espacial es la próxima frontera,train,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A12076,Debe abolirse la pena de muerte. [SEP] a favor [SEP] Hay abundante evidencia que demuestra que la pena de muerte no constituye una disuasión efectiva.,debe abolirse la pena de muerte hay abundante evidencia que demuestra que la pena de muerte no constituye una disuasión efectiva,train,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
A12077,Deberíamos subsidiar los préstamos estudiantiles. [SEP] en contra [SEP] hay otras formas de canalizar la ayuda estudiantil que no consisten en subsidiar préstamos.,deberíamos subsidiar los préstamos estudiantiles hay otras formas de canalizar la ayuda estudiantil que no consisten en subsidiar préstamos,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
A12078,"Deberíamos prohibir el comercio algorítmico. [SEP] a favor [SEP] incluso si un algoritmo puede reaccionar más rápido que una persona, no puede predecir los mercados con precisión.",deberíamos prohibir el comercio algorítmico incluso si un algoritmo puede reaccionar más rápido que una persona no puede predecir los mercados con precisión,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A12079,Deberíamos prohibir los asesinatos selectivos. [SEP] en contra [SEP] no deberíamos prohibir los asesinatos selectivos ya que son efectivos para eliminar terroristas con un número menor de civiles fallecidos en comparación con la mayoría de las otras armas militares,deberíamos prohibir los asesinatos selectivos no deberíamos prohibir los asesinatos selectivos ya que son efectivos para eliminar terroristas con un número menor de civiles fallecidos en comparación con la mayoría de las otras armas militares,train,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A12080,"Deberíamos prohibir la oración en la escuela [SEP] en contra [SEP] TODO EL MUNDO DEBERÍA PODER ORAR SI LO DESEA, YA SEA EN LA ESCUELA O EN UNA IGLESIA",deberíamos prohibir la oración en la escuela todo el mundo debería poder orar si lo desea ya sea en la escuela o en una iglesia,train,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
A12082,Debemos subvencionar Wikipedia [SEP] a favor [SEP] Wikipedia es una fuente maravillosa de información para estudiantes y adultos por igual.,debemos subvencionar wikipedia wikipedia es una fuente maravillosa de información para estudiantes y adultos por igual,train,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A12083,"Deberíamos prohibir el telemarketing. [SEP] en contra [SEP] el telemarketing no debería ser prohibido, es un país libre y la gente tiene el derecho de llamar a otros y solicitar productos.",deberíamos prohibir el telemarketing el telemarketing no debería ser prohibido es un país libre y la gente tiene el derecho de llamar a otros y solicitar productos,train,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A12085,"Debemos legalizar la selección sexual. [SEP] a favor [SEP] cuando permitimos el aborto por cualquier motivo o propósito, la selección por sexo no puede excluirse. De hecho, la selección de sexo ilegal solo aumentó los abortos como método alternativo para seleccionar el género.",debemos legalizar la selección sexual cuando permitimos el aborto por cualquier motivo o propósito la selección por sexo no puede excluirse de hecho la selección de sexo ilegal solo aumentó los abortos como método alternativo para seleccionar el género,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A12087,"Deberíamos adoptar un sistema multipartidista. [SEP] a favor [SEP] Un sistema multipartidista permite más opciones y candidatos que están más alineados con ciertas poblaciones, ya que no todos tienen las mismas opiniones políticas.",deberíamos adoptar un sistema multipartidista un sistema multipartidista permite más opciones y candidatos que están más alineados con ciertas poblaciones ya que no todos tienen las mismas opiniones políticas,train,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
A12092,Deberíamos abolir los derechos de propiedad intelectual. [SEP] a favor [SEP] puede ser costoso mantener los derechos de propiedad y por lo tanto debería abrogarse para que todos tengan una oportunidad justa.,deberíamos abolir los derechos de propiedad intelectual puede ser costoso mantener los derechos de propiedad y por lo tanto debería abrogarse para que todos tengan una oportunidad justa,train,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A12094,"Deberíamos prohibir el comercio algorítmico. [SEP] en contra [SEP] El trading algorítmico permite que ocurran más transacciones, involucrando a más personas en la economía.",deberíamos prohibir el comercio algorítmico el trading algorítmico permite que ocurran más transacciones involucrando a más personas en la economía,train,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A12095,Deberíamos abolir los Juegos Olímpicos. [SEP] en contra [SEP] los juegos olímpicos ofrecen una competencia amistosa donde los mejores atletas del mundo pueden reunirse para celebrar lo mejor de la realización física humana.,deberíamos abolir los juegos olímpicos los juegos olímpicos ofrecen una competencia amistosa donde los mejores atletas del mundo pueden reunirse para celebrar lo mejor de la realización física humana,train,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
A12096,"Debemos subvencionar el periodismo [SEP] en contra [SEP] al subsidiar el periodismo, estás haciendo que el medio de comunicación sea menos propenso a informar algo negativo sobre el lugar que proporciona el financiamiento. por lo tanto, obtienes noticias menos precisas.",debemos subvencionar el periodismo al subsidiar el periodismo estás haciendo que el medio de comunicación sea menos propenso a informar algo negativo sobre el lugar que proporciona el financiamiento por lo tanto obtienes noticias menos precisas,train,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
A12099,Deberíamos abolir la jubilación obligatoria. [SEP] en contra [SEP] las empresas que tienen la política de retiro obligatorio mantienen una rotación de empleados más fresca y actualizada con los nuevos tiempos.,deberíamos abolir la jubilación obligatoria las empresas que tienen la política de retiro obligatorio mantienen una rotación de empleados más fresca y actualizada con los nuevos tiempos,train,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A12100,"Debemos abandonar el uso del uniforme escolar. [SEP] en contra [SEP] al obligar a los alumnos a usar uniforme escolar, nadie es discriminado por no poder permitirse comprar ropa cara.",debemos abandonar el uso del uniforme escolar al obligar a los alumnos a usar uniforme escolar nadie es discriminado por no poder permitirse comprar ropa cara,train,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
A12104,Deberíamos prohibir la Iglesia de Scientology [SEP] en contra [SEP] no deberíamos prohibir la Iglesia de Scientology porque es una forma de estudiar la naturaleza de la vida,deberíamos prohibir la iglesia de scientology no deberíamos prohibir la iglesia de scientology porque es una forma de estudiar la naturaleza de la vida,train,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A12106,Deberíamos prohibir el uso de actores infantiles. [SEP] en contra [SEP] los actores infantiles deberían ser permitidos a trabajar y contribuir con sus talentos a la sociedad.,deberíamos prohibir el uso de actores infantiles los actores infantiles deberían ser permitidos a trabajar y contribuir con sus talentos a la sociedad,train,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A12109,Debemos adoptar el libertarianismo [SEP] a favor [SEP] el libertarismo elimina la tiranía del hermano mayor del gobierno grande y permite más libertad al pueblo,debemos adoptar el libertarianismo el libertarismo elimina la tiranía del hermano mayor del gobierno grande y permite más libertad al pueblo,train,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A12110,"Deberíamos adoptar un lenguaje neutro de género. [SEP] en contra [SEP] no deberíamos tener que adoptar un lenguaje neutro de género, creo que la gente debería entender que las personas hablan diferentes idiomas y deberían ser aceptables de eso.",deberíamos adoptar un lenguaje neutro de género no deberíamos tener que adoptar un lenguaje neutro de género creo que la gente debería entender que las personas hablan diferentes idiomas y deberían ser aceptables de eso,train,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
A12111,Deberíamos prohibir el comercio algorítmico. [SEP] en contra [SEP] El trading algorítmico es económico porque es oportuno y preciso.,deberíamos prohibir el comercio algorítmico el trading algorítmico es económico porque es oportuno y preciso,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A12112,Deberíamos prohibir la comida rápida [SEP] en contra [SEP] no deberíamos prohibir los alimentos rápidos porque son una opción asequible para las personas que podrían no tener acceso a comida caliente de otra manera.,deberíamos prohibir la comida rápida no deberíamos prohibir los alimentos rápidos porque son una opción asequible para las personas que podrían no tener acceso a comida caliente de otra manera,train,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A12113,"Se debería prohibir la cirugía estética para menores de edad. [SEP] en contra [SEP] cada uno tiene el derecho de elegir lo que quieren hacer con sus cuerpos, no está en nuestra posición decidir si la cirugía cosmética es mala para los menores.",se debería prohibir la cirugía estética para menores de edad cada uno tiene el derecho de elegir lo que quieren hacer con sus cuerpos no está en nuestra posición decidir si la cirugía cosmética es mala para los menores,train,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A12115,Debemos oponernos al colectivismo. [SEP] en contra [SEP] El colectivismo se encarga de las necesidades de un grupo entero en lugar de solo las de una persona.,debemos oponernos al colectivismo el colectivismo se encarga de las necesidades de un grupo entero en lugar de solo las de una persona,train,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
A12117,"Debemos adoptar un régimen de austeridad [SEP] a favor [SEP] Ayudaría a que la gente gastara menos dinero, lo cual sería bueno para la economía.",debemos adoptar un régimen de austeridad ayudaría a que la gente gastara menos dinero lo cual sería bueno para la economía,train,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
A12118,Debemos luchar por la abolición de las armas nucleares. [SEP] a favor [SEP] las armas nucleares son muy volátiles y deberían ser eliminadas.,debemos luchar por la abolición de las armas nucleares las armas nucleares son muy volátiles y deberían ser eliminadas,train,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
A12119,"Debemos legalizar el comercio de órganos. [SEP] en contra [SEP] Vender órganos es peligroso, llevando a muchas muertes en el quirófano.",debemos legalizar el comercio de órganos vender órganos es peligroso llevando a muchas muertes en el quirófano,train,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A12121,Debemos legalizar la selección sexual. [SEP] en contra [SEP] permitir la selección del sexo podría llevar a un desequilibrio de géneros en la población.,debemos legalizar la selección sexual permitir la selección del sexo podría llevar a un desequilibrio de géneros en la población,train,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
A12122,Debemos luchar por la abolición de las armas nucleares. [SEP] en contra [SEP] Las armas nucleares ayudan a mantener la paz. Es una política de seguro. Todos saben que todos pierden si estalla una guerra nuclear. Esto mantiene a los países en línea para no provocar un ataque nuclear.,debemos luchar por la abolición de las armas nucleares las armas nucleares ayudan a mantener la paz es una política de seguro todos saben que todos pierden si estalla una guerra nuclear esto mantiene a los países en línea para no provocar un ataque nuclear,train,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
A12123,Deberíamos abolir los espacios seguros. [SEP] en contra [SEP] todos necesitan un lugar donde puedan ser aceptados sin juicio.,deberíamos abolir los espacios seguros todos necesitan un lugar donde puedan ser aceptados sin juicio,train,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A12124,Debemos terminar con el uso de sanciones económicas. [SEP] en contra [SEP] las sanciones económicas funcionan como se pretende y eliminarlas haría más difícil castigar a los países que faltan al deber.,debemos terminar con el uso de sanciones económicas las sanciones económicas funcionan como se pretende y eliminarlas haría más difícil castigar a los países que faltan al deber,train,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
A12128,Deberíamos abolir los derechos de propiedad intelectual. [SEP] a favor [SEP] los derechos de propiedad intelectual deberían abrogarse ya que no permiten el intercambio de ideas,deberíamos abolir los derechos de propiedad intelectual los derechos de propiedad intelectual deberían abrogarse ya que no permiten el intercambio de ideas,train,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A12129,"Deberíamos legalizar la prostitución [SEP] en contra [SEP] la prostitución está vinculada a muchos violaciones, abusos sexuales y asesinatos de jóvenes mujeres.",deberíamos legalizar la prostitución la prostitución está vinculada a muchos violaciones abusos sexuales y asesinatos de jóvenes mujeres,train,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
A12131,"Deberíamos prohibir la agricultura工厂农场的养殖业应该被禁止。请注意，前面的西班牙语翻译是正确的，但最后的部分似乎是以中文进行的描述，这与要求不符。仅提供准确的西班牙语翻译如下：

Deberíamos prohibir la agricultura industrial. [SEP] en contra [SEP] La granja industrial reduce el costo de los alimentos",deberíamos prohibir la agricultura deberíamos prohibir la agricultura industrial la granja industrial reduce el costo de los alimentos,train,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A12132,Debemos subvencionar la exploración espacial. [SEP] a favor [SEP] necesitamos subsidiar la exploración espacial para encontrar un planeta habitable en el que podamos vivir cuando finalmente destruyamos el que habitamos ahora.,debemos subvencionar la exploración espacial necesitamos subsidiar la exploración espacial para encontrar un planeta habitable en el que podamos vivir cuando finalmente destruyamos el que habitamos ahora,train,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
A12140,"Deberíamos prohibir la Iglesia de Scientology [SEP] en contra [SEP] si las personas encuentran satisfacción personal dentro de la cientología, no veo por qué tenemos que prohibirla.",deberíamos prohibir la iglesia de scientology si las personas encuentran satisfacción personal dentro de la cientología no veo por qué tenemos que prohibirla,train,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A12143,Deberíamos subsidiar los préstamos estudiantiles. [SEP] a favor [SEP] Demasiados estudiantes han incumplido con sus préstamos o los están pagando durante muchos años. Al subsidiar a estos estudiantes podemos ayudar a detener esta situación.,deberíamos subsidiar los préstamos estudiantiles demasiados estudiantes han incumplido con sus préstamos o los están pagando durante muchos años al subsidiar a estos estudiantes podemos ayudar a detener esta situación,train,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A12145,"Deberíamos prohibir el trabajo misionero. [SEP] a favor [SEP] si prohibimos el trabajo misionero, entonces mucha menos gente verá propaganda.",deberíamos prohibir el trabajo misionero si prohibimos el trabajo misionero entonces mucha menos gente verá propaganda,train,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
A12148,Deberíamos prohibir la cirugía estética. [SEP] en contra [SEP] no deberíamos prohibir la cirugía estética porque hay personas que realmente necesitan hacerse esto para mejorar sus estilos de vida.,deberíamos prohibir la cirugía estética no deberíamos prohibir la cirugía estética porque hay personas que realmente necesitan hacerse esto para mejorar sus estilos de vida,train,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A12150,Deberíamos legalizar la selección sexual. [SEP] a favor [SEP] Los padres tienen todo el derecho de decidir si dan a luz a un niño o a una niña.,deberíamos legalizar la selección sexual los padres tienen todo el derecho de decidir si dan a luz a un niño o a una niña,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A12154,"Deberíamos prohibir los asesinatos selectivos. [SEP] en contra [SEP] basado en la razón del asesinato selectivo, en algunos casos esto tiene sentido. si una persona es un asesino en serie y es abatida por la fuerza policial, este tipo de eliminación del asesino es justificada.",deberíamos prohibir los asesinatos selectivos basado en la razón del asesinato selectivo en algunos casos esto tiene sentido si una persona es un asesino en serie y es abatida por la fuerza policial este tipo de eliminación del asesino es justificada,train,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
A12161,"Debe abolirse la pena de muerte. [SEP] en contra [SEP] El castigo capital proporciona cierre para las familias de las víctimas, que pueden estar seguras de que el responsable no podrá causar daño a nadie más jamás.",debe abolirse la pena de muerte el castigo capital proporciona cierre para las familias de las víctimas que pueden estar seguras de que el responsable no podrá causar daño a nadie más jamás,train,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
A12162,Debemos abandonar el uso del uniforme escolar. [SEP] en contra [SEP] los uniformes escolares permiten que los niños asistan a la escuela sin presión por parte de sus compañeros sobre la vestimenta.,debemos abandonar el uso del uniforme escolar los uniformes escolares permiten que los niños asistan a la escuela sin presión por parte de sus compañeros sobre la vestimenta,train,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A12163,"Deberíamos prohibir la agricultura工厂农场的西班牙语翻译似乎出现了一些偏差，正确的翻译应该是：

Deberíamos prohibir la granja industrial [SEP] en contra [SEP] La granja industrial ha permitido que los precios de los alimentos bajen drásticamente.",deberíamos prohibir la agricultura deberíamos prohibir la granja industrial la granja industrial ha permitido que los precios de los alimentos bajen drásticamente,train,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A12164,Deberíamos abrogar las leyes de tres condenas. [SEP] en contra [SEP] un criminal pensará dos veces antes de cometer un delito sabiendo que el próximo crimen que cometa podría significar una condena a prisión de por vida.,deberíamos abrogar las leyes de tres condenas un criminal pensará dos veces antes de cometer un delito sabiendo que el próximo crimen que cometa podría significar una condena a prisión de por vida,train,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
A12166,"Deberíamos prohibir el comercio algorítmico. [SEP] en contra [SEP] El trading algorítmico es más rápido y preciso que las conjeturas humanas, por lo que proporciona un mayor valor a los accionistas.",deberíamos prohibir el comercio algorítmico el trading algorítmico es más rápido y preciso que las conjeturas humanas por lo que proporciona un mayor valor a los accionistas,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A12167,"Deberíamos prohibir las compañías militares privadas. [SEP] en contra [SEP] el estado no puede tener la exclusividad en la creación de armas, dejando de lado el capital privado como fuente de innovaciones tecnológicas para nuestra defensa",deberíamos prohibir las compañías militares privadas el estado no puede tener la exclusividad en la creación de armas dejando de lado el capital privado como fuente de innovaciones tecnológicas para nuestra defensa,train,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
A12170,Se debería prohibir la cirugía estética para menores de edad. [SEP] a favor [SEP] los cerebros de los niños no se han madurado y desarrollado lo suficiente para tomar decisiones a largo plazo con respecto a someterse a cirugía cosmética.,se debería prohibir la cirugía estética para menores de edad los cerebros de los niños no se han madurado y desarrollado lo suficiente para tomar decisiones a largo plazo con respecto a someterse a cirugía cosmética,train,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
